PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
McDonald Dr,N of Boyds Bridge Pk,Knox,47000592,TDOT,,93000592,ACTIVE,,-83.8663322,35.9867629,,,,,,,,,,,,,,,,,,1488,1503,1498,1544,1371,975,894
Woodlawn Pk,E of Chapman Hwy,Knox,47000593,TDOT,,93000593,ACTIVE,,-83.90785731,35.94450081,,,,,,,,,,,,,,,,,,2984,3247,2392,2215,2438,2519,2511
Walnut St,N of Union Ave,Knox,47000594,TDOT,,93000594,ACTIVE,,-83.92067833,35.96486586,,,,,,,,,,,,,,,,,,2289,2618,2644,3384,2274,2215,2191
W Copeland Dr,W of Heiskell Rd,Knox,47000572,TDOT,,93000572,ACTIVE,093M212,-84.03148158,36.05378407,,,,,,,,,,,,,,,,,,1440,1454,1564,1534,1229,1681,1553
Pelleaux Rd,N of E Emory Rd,Knox,47000573,TDOT,,93000573,ACTIVE,093M208,-83.95433039,36.07749111,,,,,,,,,,,,,,,,,,2212,2432,2416,2439,2369,2631,2381
Schaad Rd,W of Oak Ridge Hwy,Knox,47000574,TDOT,,93000574,ACTIVE,,-84.04648262,35.98563692,,,,,,,,,,,,,,,,,,2316,1433,1370,2298,2360,2252,2227
Ray Mears Blvd,E of Downtown West Blvd,Knox,47000575,TDOT,,93000575,ACTIVE,,-84.04907364,35.92262278,,,,,,,,,,,,,,,,,,8182,6865,7427,7341,8542,6856,7302
North Mall Rd,W of Millertown Pk,Knox,47000576,TDOT,,93000576,ACTIVE,,-83.87299821,36.03094,,,,,,,,,,,,,,,,,,6869,7279,6908,6890,6362,7036,6423
South Mall Rd,W of Millertown Pk,Knox,47000577,TDOT,,93000577,ACTIVE,,-83.87576022,36.029656,,,,,,,,,,,,,,,,,,6592,6139,6747,6523,5790,6364,6294
Ball Camp Pk,W of Bakertown Rd,Knox,47000578,TDOT,,93000578,ACTIVE,,-84.08607772,35.96537288,,,,,,,,,,,,,,,,,,6200,6262,5326,6421,6524,7000,5932
Karns Valley Dr,N of Westcott Blvd,Knox,47000579,TDOT,,93000579,ACTIVE,,-84.13479983,35.96640389,,,,,,,,,,,,,,,,,,2617,2991,3419,6229,7171,8412,8929
Concord Rd,N of Northshore Dr,Knox,47000455,TDOT,,93000455,ACTIVE,,-84.14374794,35.86594083,,,,,,,,9125,9399,13128,8232,9390,9072,9996,10402,11048,11529,11898,12462,10070,11530,11464,12037,11905
Kingston Pk,W of Neyland Dr,Knox,47000158,TDOT,,93000158,ACTIVE,,-83.95288089,35.95087586,32216,33024,32484,31702,29754,31182,31248,30086,30989,31919,26481,23998,23995,24715,22443,26659,25779,24749,26238,25395,25640,22522,24657,26454
Kingston Pk,W of Forrest Park Blvd,Knox,47000159,TDOT,,93000159,ACTIVE,,-83.9838479,35.94127786,22123,24197,22468,22443,22279,22873,19045,20140,19156,19195,20834,20910,20918,17922,16568,19666,18455,19170,20391,18141,19049,17432,16770,16586
Neyland Dr,S of Kingston Pk,Knox,47000160,TDOT,,93000160,ACTIVE,,-83.94663789,35.95048886,13382,15084,19632,18312,16249,17040,15084,14160,13694,13917,15339,15574,13342,12166,12830,12958,14422,15322,16118,16058,15032,13834,11766,13814
Knoxville Zoo Dr,E of Prosser Rd,Knox,47000580,TDOT,,93000580,ACTIVE,,-83.88158424,36.00316194,,,,,,,,,,,,,,,,,,2527,2552,1951,3062,2719,2721,3082
Tazewell Pk,S of N Broadway,Knox,47000581,TDOT,,93000581,ACTIVE,,-83.92448933,36.02179749,,,,,,,,,,,,,,,,,,,16974,17144,17315,15376,16145,15967
W Emory Rd,E of Oak Ridge Hwy,Knox,47000582,TDOT,,93000582,ACTIVE,093M361,-84.1643119,35.98181092,,,,,,,,,,,,,,,,,,837,845,831,785,765,818,785
Blackstock Ave,E of Western Ave,Knox,47000583,TDOT,,93000583,ACTIVE,,-83.93042636,35.96489086,,,,,,,,,,,,,,,,,,1108,1425,1439,1009,1426,1071,1362
Corteland Dr,S of Broome Rd,Knox,47000525,TDOT,,93000525,ACTIVE,,-84.05410965,35.93748881,,,,,,,,,,,,,,,,,,440,444,449,415,399,447,367
Robinson Rd,N of Middlebrook Pk,Knox,47000526,TDOT,,93000526,ACTIVE,,-84.05661365,35.94560783,,,,,,,,,,,,,,,,,,8410,8494,9094,7690,6800,6662,6576
Island Home Ave,E of South Haven Rd,Knox,47000528,TDOT,,93000528,ACTIVE,,-83.88715626,35.95697784,,,,,,,,,,,,,,,,,,2311,2334,2536,2291,2400,2547,2328
Maloney Rd,E of Alcoa Hwy,Knox,47000529,TDOT,,93000529,ACTIVE,093M259,-83.94956441,35.90547373,,,,,,,,,,,,,,,,,,825,621,1010,1089,967,1015,2047
Jacksboro Pk,E of N Broadway,Knox,47000530,TDOT,,93000530,ACTIVE,,-83.92515933,36.04842305,,,,,,,,,,,,,,,,,,5408,5462,5809,5960,5616,5858,5788
Nubbin Ridge Rd,W of Davis Ln,Knox,47000531,TDOT,,93000531,ACTIVE,093M010,-84.05238965,35.89474672,,,,,,,,,,,,,,,,,,2003,2023,1513,1717,1813,2088,1830
North Winston Rd,S of I-40,Knox,47000532,TDOT,,93000532,ACTIVE,,-84.04516263,35.92681879,,,,,,,,,,,,,,,,,,5000,5050,5450,4855,5981,4363,4497
Downtown West Blvd,S of Kingston Pk,Knox,47000533,TDOT,,93000533,ACTIVE,,-84.05088164,35.92309578,,,,,,,,,,,,,,,,,,10080,9696,10448,9057,12654,8208,7977
Ailor Ave,E of N Twenty First St,Knox,47000534,TDOT,,93000534,ACTIVE,,-83.94079338,35.96412986,,,,,,,,,,,,,,,,,,10339,10442,9812,9006,8585,8457,8129
N Twenty First St,S of Western Ave,Knox,47000535,TDOT,,93000535,ACTIVE,,-83.94437539,35.96571387,,,,,,,,,,,,,,,,,,3076,2872,3517,2997,2948,3218,3319
Dale Ave,E of N Seventeenth St,Knox,47000536,TDOT,,93000536,ACTIVE,,-83.93445637,35.96355486,,,,,,,,,,,,,,,,,,6962,7032,7496,7595,7834,6701,7129
Bob Gray Rd,W of Hickey Rd,Knox,47000584,TDOT,,93000584,ACTIVE,093M359,-84.13553984,35.93263281,,,,,,,,,,,,,,,,,,2862,2891,2903,3227,3286,3369,2995
Bradshaw Gardens Dr,S of Clinton Hwy,Knox,47000585,TDOT,,93000585,ACTIVE,,-83.97759846,35.99906994,,,,,,,,,,,,,,,,,,,3199,2801,3638,3054,3493,3170
Adair Dr,W of N Broadway,Knox,47000586,TDOT,,93000586,ACTIVE,,-83.92952635,36.02368899,,,,,,,,,,,,,,,,,,4946,4995,5611,5486,5269,5453,5494
I-275,S of I-640,Knox,47000250,TDOT,,93000250,ACTIVE,,-83.9537311,35.99705284,64240,59142,65740,62921,56612,60680,61488,58470,64392,61671,60336,59754,58964,58826,60304,58358,59992,60852,71126,73447,67702,60119,63125,54478
I-640,W of Hague Rd Overpass,Knox,47000251,TDOT,,93000251,ACTIVE,,-83.94212057,36.00792973,66494,67827,69542,72460,75248,75225,75027,73732,79379,70447,70354,68943,68732,74811,73239,75149,76232,78865,79350,82474,97988,87049,89826,98829
I-40,W of Winston Rd Overpass,Knox,47000252,TDOT,,93000252,ACTIVE,,-84.04864709,35.92738435,146565,135943,148302,145782,145106,145782,147202,146793,154620,154373,173246,171930,174605,178015,186045,177328,190853,196214,197343,201738,206396,168707,173049,214055
I-40,E of Cedar Bluff Rd,Knox,47000253,TDOT,,93000253,ACTIVE,,-84.0743497,35.92176725,140196,137328,150325,144111,148562,146384,149149,150231,151974,151222,166054,164334,166719,170480,178708,170466,185021,188060,189189,194438,206559,152641,166251,207271
I-40,W of Pellissippi Pkwy,Knox,47000254,TDOT,,93000254,ACTIVE,,-84.13264557,35.90892592,103210,101860,109818,105182,106912,109842,113792,114815,112206,110558,123005,121763,121995,125179,128263,121655,131016,136252,140923,139538,142671,100704,114045,163925
I-40,Alcoa Hwy & 17th St,Knox,47000255,TDOT,,93000255,ACTIVE,,-83.93899148,35.96322004,126719,108942,122106,112647,101284,105739,108425,114819,120284,122693,127588,127987,132049,131937,143662,144577,154006,154696,171218,157487,162292,122095,139697,149139
Middlebrook Pk,S of Ball Camp Pk,Knox,47000088,TDOT,,93000088,ACTIVE,,-84.11869994,35.95125585,11455,9757,10698,11637,11732,10214,10520,11005,12351,15373,16083,15844,17877,16607,15905,15354,16998,18480,19026,16950,18891,17543,22947,18465
Oak Ridge Hwy,W of 44th St,Knox,47000092,TDOT,,93000092,ACTIVE,,-83.9859199,35.97246386,31417,25709,27587,26992,26398,28314,27733,27124,25944,25006,23338,24766,23321,24021,24742,26291,26264,26559,26825,21960,31558,28629,23666,23406
Henley St,N side of Henley St Bridge,Knox,47000093,TDOT,,93000093,ACTIVE,,-83.91860688,35.95728086,45662,36002,36000,46315,41925,43870,43143,40787,43064,38813,39229,40790,42099,42487,42558,43104,43225,49896,35774,34281,33295,29566,24149,23883
S Gay St,N side of Gay St Bridge,Knox,47000094,TDOT,,93000094,ACTIVE,,-83.91499688,35.95942686,15754,12316,13565,12403,12999,13601,9230,10880,8912,8586,7767,8383,8634,8807,8828,8993,9012,5205,5297,5556,6294,6704,6215,7772
Ebenezer Rd,S of Kingston Pk,Knox,47000466,TDOT,,93000466,ACTIVE,093M006,-84.07629492,35.90862285,,,,,,,,,,,,6563,5988,6391,6321,5845,6576,5609,5866,4111,4526,5562,4240,4491
E Beaver Creek Dr,N of Central Avenue Pk,Knox,47000467,TDOT,,93000467,ACTIVE,,-83.9915549,36.04300888,,,,,,,,,,,,9950,9863,9461,9229,9004,9365,10260,9938,10343,10500,9324,10459,10421
Karns Valley Dr,N of Oak Ridge Hwy,Knox,47000468,TDOT,,93000468,ACTIVE,093M382,-84.13708794,35.98011786,,,,,,,,,,,,3533,3738,3943,4061,4183,4216,4258,4336,4894,6814,7344,7904,8027
Dry Gap Pk,N of Cunningham Rd,Knox,47000469,TDOT,,93000469,ACTIVE,,-83.9713089,36.05686188,,,,,,,,,,,,7686,7397,8233,8752,8246,9344,9979,10777,10804,10746,10405,10452,11571
Canton Hollow Rd,S of Deep Woods Ln,Knox,47000470,TDOT,,93000470,ACTIVE,093M006,-84.13228494,35.88672884,,,,,,,,,,,,4425,4739,4577,4553,4291,4379,4334,4288,4034,4048,3595,6275,5245
Carter Rd,W of Tazewell Pk,Knox,47000471,TDOT,,93000471,ACTIVE,093M308,-83.88048287,36.07760189,,,,,,,,,,,,3506,3336,3428,3301,3243,3612,3636,3701,3767,3995,3548,3725,3794
Brakebill Rd,N of Strawberry Plains Pike,Knox,47000472,TDOT,,93000472,ACTIVE,,-83.77643384,36.00756688,,,,,,,,,,,,3384,3202,3193,3405,3507,3385,3278,3377,3844,3417,3034,3319,3996
Fox Rd,N of Emory Church Rd,Knox,47000473,TDOT,,93000473,ACTIVE,,-84.10655593,35.88487684,,,,,,,,,,,,2255,2206,2526,2662,2850,2740,3066,3161,3262,3393,3621,4103,4073
Woodson Dr,E of Hilltop Ln,Knox,47000474,TDOT,,93000474,ACTIVE,093M051,-83.93706388,35.92259085,,,,,,,,,,,,1318,1410,1490,1795,1572,1999,1615,1717,1289,1311,1123,1248,1269
Everett Rd,E of N Watt Rd,Knox,47000475,TDOT,,93000475,ACTIVE,093M351,-84.22942196,35.88545884,,,,,,,,,,,,1804,1664,1920,1752,2128,2128,2184,2551,2350,1585,2336,1894,2622
Asbury Rd,S of Archie Weigel Ln,Knox,47000476,TDOT,,93000476,ACTIVE,,-83.84589686,35.96630087,,,,,,,,,,,,548,596,598,521,591,471,503,491,691,878,710,740,880
E Emory Rd,E of Norris Fwy,Knox,47000477,TDOT,,93000477,ACTIVE,,-83.93266689,36.08424889,,,,,,,,,,,,12500,10328,9756,11826,11091,12979,14367,15450,14250,14741,12840,13767,13892
Harrell Rd,N of Oak Ridge Hwy,Knox,47000478,TDOT,,93000478,ACTIVE,093M286,-84.07796493,35.99054586,,,,,,,,,,,,860,4854,5525,5383,5230,5323,5702,5672,5815,6242,5684,6512,6142
Smith Rd,W of Grigsby Chapel Rd,Knox,47000479,TDOT,,93000479,ACTIVE,093M076,-84.19432195,35.88082884,,,,,,,,,,,,5042,4419,4509,4121,4890,4915,4578,5304,5455,5230,5263,6258,5954
S Concord St,N of Kingston Pk,Knox,47000480,TDOT,,93000480,ACTIVE,,-83.94709789,35.95197386,,,,,,,,,,,,7217,8428,7223,6317,7527,7904,8493,8028,7321,7207,6827,6430,6698
Dutch Valley Dr,E of Bruhin Rd,Knox,47000481,TDOT,,93000481,ACTIVE,,-83.94526989,36.00952987,,,,,,,,,,,,5429,5106,5461,5754,5089,5424,5853,6235,5957,5729,5235,5472,5920
South Haven Rd,N of McClung Rd,Knox,47000483,TDOT,,93000483,ACTIVE,,-83.88801287,35.95257086,,,,,,,,,,,,1374,1310,1384,1527,1398,1747,1680,1650,1603,1646,1651,1667,1461
Brooks Ave,E of Biddle St,Knox,47000484,TDOT,,93000484,ACTIVE,,-83.88404987,35.97633287,,,,,,,,,,,,2169,1658,1734,2289,2147,2327,2256,2370,1837,2530,2302,2251,2311
W Martin Mill Pk,S of Chapman Hwy,Knox,47000156,TDOT,,93000156,ACTIVE,,-83.91134087,35.93992186,5363,4450,4417,4499,4271,4579,4404,4178,4050,3895,4058,3489,3647,2610,3467,2897,3746,4113,4252,4614,5044,3435,4446,3664
Cumberland Av,E of Alcoa Hwy,Knox,47000157,TDOT,,93000157,ACTIVE,,-83.94179151,35.95292478,39070,40895,40949,41002,41005,36735,37388,34597,32852,37144,32675,36431,31808,35339,36399,35802,35822,36732,37099,37181,37738,33511,,
McFee Rd,S of Old Stage Rd,Knox,47000435,TDOT,,93000435,ACTIVE,,-84.19756395,35.85693883,,1603,1651,1718,1772,1830,2114,2348,2330,2400,1671,2036,2137,2357,2255,2440,2571,1928,3110,3220,3443,3181,3340,5580
Virtue Rd,S of Broadwood Dr,Knox,47000436,TDOT,,93000436,ACTIVE,,-84.18379395,35.85986383,,1867,1760,2147,2725,2865,2951,3593,3993,3743,3233,3481,3422,3727,3239,3651,4018,3988,4264,4820,4823,4871,5115,5059
Westland Dr,E of Northshore Dr,Knox,47000437,TDOT,,93000437,ACTIVE,,-84.11135893,35.86762184,,5359,5238,6119,5589,5969,6706,7278,7257,7475,5865,6706,6634,7243,7353,8156,7834,8475,8246,8409,8937,8035,8437,11212
Inskip Rd,E of Fennel Rd,Knox,47000438,TDOT,,93000438,ACTIVE,,-83.96249889,36.01078387,,6926,6626,7024,6528,6577,7010,7037,7188,6919,7051,6400,6371,6992,7130,6902,7087,7251,7025,7364,7565,6330,6735,6454
Beaumont Ave,W of Boyd St,Knox,47000440,TDOT,,93000440,ACTIVE,,-83.94177189,35.97551586,,,7930,5639,5050,5202,4619,4786,4691,4178,4229,4241,4414,5011,4394,4354,4007,4469,4276,4532,4430,2643,2775,2811
Boyd Station Rd,E of Willow Cove Way,Knox,47000444,TDOT,,93000444,ACTIVE,093M380,-84.17335095,35.84801983,,,1030,1839,2177,2528,3372,3330,3805,3919,2892,3035,2949,3214,3357,3707,3258,3240,3272,3290,3785,3621,3802,3760
Corryton Rd,N of Washington Pk,Knox,47000439,TDOT,,93000439,ACTIVE,,-83.77224385,36.14228491,,,2060,2122,1849,1757,1706,1676,1641,1524,1554,1569,1692,1534,1549,1320,1502,1683,1631,1658,1337,1610,1716,1836
Council Pl,E of Blount Ave,Knox,47000441,TDOT,,93000441,ACTIVE,,-83.91201388,35.95737486,,,6080,3314,3989,4108,4208,3912,4711,4665,4805,2860,2946,2249,2345,2263,2434,2442,3101,2522,3295,2813,2757,3467
Grigsby Chapel Rd,W of Campbell Station Rd,Knox,47000442,TDOT,,93000442,ACTIVE,,-84.17620995,35.89311984,,,6280,13350,13477,14408,14607,14613,13185,14830,14788,14162,14367,14295,14041,15522,15512,14895,15630,16634,15929,14448,16765,16401
Old Stage Rd,E of Triple Crown Blvd,Knox,47000443,TDOT,,93000443,ACTIVE,,-84.21653996,35.85988483,,,520,761,706,848,794,846,860,759,839,750,773,930,856,881,900,2462,2958,4076,4633,3663,4712,4762
S Northshore Dr,W of Tooles Bend Rd,Knox,47000287,TDOT,,93000287,ACTIVE,,-84.04604891,35.87468284,11292,11981,13161,14099,13325,14731,13141,14294,14005,12603,13148,13984,12898,13611,14516,14108,13133,13879,14018,13676,13333,13713,15648,15142
Neyland Dr,E of Gay St,Knox,47000422,TDOT,,93000422,ACTIVE,,-83.91361988,35.96232086,8000,6485,7151,8199,8181,8226,7829,7130,7344,7564,6527,6628,6373,5122,5173,4776,4919,5153,5026,4898,4952,13490,8421,11555
W Gov John Sevier Hwy,E of Alcoa Hwy,Knox,47000289,TDOT,,93000289,ACTIVE,,-83.94840188,35.88560285,17887,19201,19323,19627,18731,20802,20498,19419,19781,18501,19413,17847,19417,17963,18907,18544,20403,18764,20290,21408,21397,19001,20094,19873
Alcoa Hwy,S of Cherokee Tr,Knox,47000317,TDOT,,93000317,ACTIVE,,-83.9481902,35.93514863,50262,43749,46680,46921,47223,46896,47651,46367,46505,47476,47448,46139,47189,43415,46786,46320,47777,46844,47961,49973,49603,44047,46249,45740
Sutherland Av,E of Concord St,Knox,47000318,TDOT,,93000318,ACTIVE,,-83.94825589,35.95923386,9054,12560,10623,11225,11391,12028,11675,9929,10105,10408,8305,8945,9801,9833,9270,10252,10671,10992,11692,11750,11417,10947,10389,11914
Texas Av,,Knox,47000319,TDOT,,93000319,ACTIVE,,-83.96523289,35.97711986,7264,7587,7653,7163,7449,7965,7833,7870,7199,7218,7528,6693,7106,6309,6920,7433,7952,7969,6950,6651,7035,6956,8525,8431
Heiskell Av,W of I-275,Knox,47000320,TDOT,,93000320,ACTIVE,,-83.95411089,35.98982287,18778,14045,16720,17943,12159,12524,12868,12471,11480,11470,11634,11183,10759,11579,11219,12433,12394,12734,13322,11333,13518,11568,12922,12417
Atlantic Av,E of I-275,Knox,47000321,TDOT,,93000321,ACTIVE,,-83.94898389,35.99350787,16153,18233,16890,16959,15538,15985,15563,16030,13714,13932,13822,13406,13206,14844,14606,15302,17788,16551,20128,14897,15046,17131,18868,18660
Inskip Rd,S of Charles Dr,Knox,47000322,TDOT,,93000322,ACTIVE,,-83.95269289,36.02040987,5186,5812,5835,4581,5129,5402,5434,5553,6050,5556,5639,5101,4900,5318,5859,5191,5502,5780,5857,6128,6128,5265,5739,5676
Henley St Connector,SB -- N of Tunnel,Knox,47000416,TDOT,,93000416,ACTIVE,,-83.92465546,35.96529675,19383,14401,16406,18351,19054,19756,15968,14387,17437,17357,14270,14061,14357,14458,7575,11213,14243,14942,13484,16096,17108,13188,13095,15416
Henley St Connector,NB -- N of Tunnel,Knox,47000417,TDOT,,93000417,ACTIVE,,-83.92525288,35.96519186,15334,10927,12326,13088,11444,12346,12012,11084,13885,12323,11539,11083,11278,11616,5844,8798,11940,9259,12053,13471,16062,13347,14630,15761
I-40 Off Ramp,,Knox,47000418,TDOT,,93000418,ACTIVE,,-83.92802088,35.96505186,6176,7685,7461,5739,6180,7018,5767,5221,5378,5539,5350,5510,6426,5361,5134,5253,5274,5303,5373,5342,5852,5197,3844,3802
N Hall of Fame Dr,E of Broadway,Knox,47000177,TDOT,,93000177,ACTIVE,,-83.91937588,35.98635187,21060,19562,20830,20650,21818,22486,19251,21224,21081,21713,9941,14180,15452,15819,17297,15669,17500,17137,17265,17308,15812,13243,13784,13632
N Northshore Dr,S of Papermill Rd,Knox,47000328,TDOT,,93000328,ACTIVE,,-84.0029909,35.93733785,29319,27292,30021,29645,29853,29791,30315,30949,29673,27907,26296,31896,27693,28753,29925,29653,26110,27284,29740,29191,27615,27831,30660,24445
I-140,S of I-40/75,Knox,47000419,TDOT,,93000419,ACTIVE,,-84.12021448,35.90721859,43004,40873,42868,53689,55742,57820,56707,48464,51374,50628,56968,58563,59507,64204,62219,60854,63353,63986,64553,65199,64579,57346,60213,65390
Raccoon Valley Dr,W of Depot Rd,Knox,47000028,TDOT,,93000028,ACTIVE,,-84.06238193,36.07606388,3106,3126,3260,3712,3696,3804,3560,3457,3356,3135,3290,3681,3442,3013,3583,3406,3514,3390,3880,3868,3833,3989,3767,3726
Heiskell Rd,S of Racoon Valley Dr,Knox,47000029,TDOT,,93000029,ACTIVE,,-84.05152392,36.07874188,2078,2438,1976,2440,2369,2662,2248,2237,2223,2146,2181,2409,2218,2108,2283,2223,2328,2134,2294,2239,2357,2303,2311,2183
Washington Pk,E of Murphy Rd,Knox,47000033,TDOT,,93000033,ACTIVE,,-83.87043887,36.05516888,7420,6822,6642,7437,6499,7009,7317,7824,8845,9110,8635,8277,8887,8626,8480,8649,8933,9166,9095,9013,9021,7746,8162,8531
Ellistown Rd,N of Millertown Pk,Knox,47000034,TDOT,,93000034,ACTIVE,,-83.81227985,36.06314689,1213,1308,1174,1264,1152,1215,1396,1765,1578,1700,1660,1601,1636,1541,1572,1602,1582,1666,1750,1683,1913,1970,2309,1808
22nd St,Between White Ave and Cumberland Ave,Knox,47000492,TDOT,,93000492,ACTIVE,093C100,-83.93930888,35.95449586,,,,,,,,,,,,8054,8837,8254,8574,8763,8819,8744,8941,9483,9370,8321,8737,8641
Martin Luther King Jr Ave,W of Prosser Rd,Knox,47000493,TDOT,,93000493,ACTIVE,093C303,-83.87686187,35.99814087,,,,,,,,,,,,5327,5205,5363,5007,5052,4594,4827,5426,5201,7021,4425,5066,4930
Bradshaw Rd,N or Ball Camp Pike,Knox,47000494,TDOT,,93000494,ACTIVE,,-83.9919539,35.98047286,,,,,,,,,,,,5208,5318,5184,5302,5863,5379,5068,5386,5312,6130,5716,6010,5446
Rifle Range Dr,E of Dry Gap Pk,Knox,47000495,TDOT,,93000495,ACTIVE,,-83.9644829,36.03617288,,,,,,,,,,,,3542,3498,1398,1538,1217,1256,1364,1422,1537,1635,1528,1491,1243
W Martin Mill Pk,S of Governor John Sevier Hwy,Knox,47000496,TDOT,,93000496,ACTIVE,,-83.91141287,35.88831185,,,,,,,,,,,,4018,3970,4806,4950,3816,3942,4003,4059,4637,3631,4614,3976,4240
W Martin Mill Pk,S of Governor John Sevier Hwy,Knox,47000497,TDOT,,93000497,ACTIVE,,-83.91141787,35.89193485,,,,,,,,,,,,2212,2110,2456,2530,1992,2355,2410,2742,2557,2247,2340,2587,2929
George Williams Rd,E of I-140,Knox,47000498,TDOT,,93000498,ACTIVE,093M005,-84.09797993,35.89311284,,,,,,,,,,,,2690,2610,2891,2848,2857,2917,2981,3035,3649,3447,3498,4040,4005
Fox Rd,S of Kingston Pike,Knox,47000499,TDOT,,93000499,ACTIVE,093M317,-84.11425693,35.89623084,,,,,,,,,,,,4035,4359,4629,4542,4549,4909,4989,5128,5647,5360,5491,5869,5754
Walker Springs Rd,N of Kingston Pk,Knox,47000428,TDOT,,93000428,ACTIVE,,-84.06522792,35.92221985,,6849,9432,18329,11225,11030,10083,11615,10795,10521,10729,10445,10568,10453,10842,11274,11451,11422,11726,12023,9969,10293,10808,10469
S Gallaher View Rd,S of Kingston Pk,Knox,47000429,TDOT,,93000429,ACTIVE,,-84.05903692,35.91993085,,9875,9432,9610,9428,9296,9243,9599,9385,8672,9020,8151,9310,10252,10246,10672,10659,9984,10306,10726,10495,9320,10615,10921
Gleason Dr,E of Gallaher View Rd,Knox,47000430,TDOT,,93000430,ACTIVE,,-84.05400492,35.91755685,,8229,8805,9381,8277,8452,7884,8331,8578,7566,7521,7746,8144,8412,8018,8264,8710,8226,8572,9488,8947,10901,9118,9882
Morell Rd,S of Kingston Pk,Knox,47000431,TDOT,,93000431,ACTIVE,,-84.03421691,35.92534285,,17932,18411,15918,14815,13808,14982,15924,14410,14842,14682,11090,12861,13247,12014,12962,13091,13452,13121,14297,16848,14719,13714,13563
Buckingham Rd,N of Kingston Pk,Knox,47000432,TDOT,,93000432,ACTIVE,,-84.03636191,35.92882685,,13467,15294,13286,11404,11314,11653,11706,11830,12185,11663,10477,12173,11277,11533,11414,11528,12550,12676,13024,12682,13392,11580,12865
Papermill Dr,W of Weisgarber Rd,Knox,47000433,TDOT,,93000433,ACTIVE,,-84.0099189,35.93722785,,14742,15294,14540,14812,14711,15152,15256,12680,13981,13429,14961,14170,14485,14941,14668,14815,14359,16595,16286,16300,15170,17931,15545
Kimberlin Heights Rd,W of Seven Islands Rd,Knox,47000099,TDOT,,93000099,ACTIVE,,-83.71378782,35.94398987,247,353,381,299,282,305,702,772,810,784,808,723,705,796,818,789,682,723,757,784,710,766,683,675
Kodak Rd,S of Thorngrove Pk,Knox,47000100,TDOT,,93000100,ACTIVE,,-83.75949483,35.96223987,545,621,522,547,565,600,649,572,567,510,590,564,584,495,555,457,488,470,542,636,569,675,608,597
Kimberlin Heights Rd,W of Hodges Ferry Rd,Knox,47000103,TDOT,,93000103,ACTIVE,,-83.75328083,35.92982786,3570,3966,3659,3782,4432,3427,4291,3854,4145,4033,3668,3331,3897,4084,3645,3550,3747,4188,4672,4458,3620,4393,4046,4001
Chapman Hwy,N of Simpson Rd,Knox,47000104,TDOT,,93000104,ACTIVE,,-83.81131684,35.89564985,24758,28132,26452,27056,27265,25937,27579,28668,28599,28795,27567,27566,26800,27024,28947,25689,27011,29013,29938,30017,33622,33958,35656,29031
Martin Mill Pk,S of Stock Creek Rd,Knox,47000108,TDOT,,93000108,ACTIVE,,-83.89326287,35.86830084,1240,1292,1179,1244,1156,1230,1243,1243,1174,1201,1188,1175,1222,1310,1184,1054,1042,1017,1027,1213,1145,1373,1138,1125
Chapman Hwy,N of Stone Rd,Knox,47000111,TDOT,,93000111,ACTIVE,,-83.89944287,35.92954586,36610,32734,32816,33145,32083,34551,34338,30895,30946,30672,29714,29966,26620,26764,27768,28414,30379,31449,30935,28908,32213,25281,26198,25910
W Martin Mill Pk,N of Lester Rd,Knox,47000112,TDOT,,93000112,ACTIVE,,-83.91004487,35.92757086,4175,3976,4013,4344,4145,4110,3829,3853,3630,3654,3586,3694,3761,3252,3164,2953,3179,3425,3560,2887,3862,3129,3159,2977
Maryville Pk,N of Joe Lewis Rd,Knox,47000113,TDOT,,93000113,ACTIVE,,-83.92435088,35.92445286,8657,9040,9121,9139,7851,8164,8220,8110,8259,6358,5490,5081,4752,5356,5517,5164,5360,5721,6140,5878,5553,5819,5874,5582
Maryville Pk,Near Blount Co Line,Knox,47000117,TDOT,,93000117,ACTIVE,,-83.94294088,35.87336784,5696,5718,6227,6040,5850,6120,6689,6081,6074,5906,6083,4964,4626,5459,5760,5754,6238,5645,6763,7262,7314,7736,6431,6723
Alcoa Hwy,Near Blount Co Line,Knox,47000119,TDOT,,93000119,ACTIVE,,-83.95942322,35.87464673,49344,48450,52670,51410,52645,53349,52336,53306,49658,47748,46167,46910,47816,49250,47949,45318,49824,50322,50966,49196,51297,45552,47830,47304
S Northshore Dr,N of Lyons Bend Rd,Knox,47000120,TDOT,,93000120,ACTIVE,,-83.9965419,35.91988985,15662,16603,16672,18447,16556,17634,16824,17001,16567,16354,16580,16947,14911,15456,14831,15240,15267,16214,16250,16358,16638,15331,18452,18249
S Northshore Dr,SW of Morrell Rd,Knox,47000121,TDOT,,93000121,ACTIVE,,-84.02293391,35.90182585,13380,14197,15261,17224,15516,17068,16410,16751,16264,14464,13965,14568,13573,13580,15233,14658,12377,13652,14093,16409,14701,14164,17634,13204
